U matrix:
0.92979 1.12745 0.94345 
0.76681 0.83811 0.58934 
0.26231 0.38120 0.16172 
0.33574 0.27390 0.35110 
0.94349 1.07194 1.02433 
0.91900 1.03365 0.97872 
0.32420 0.30290 0.26609 
0.35100 0.16930 0.39843 
0.68546 0.88502 0.73973 
0.29982 0.38680 0.37187 
0.93249 0.76346 1.00002 
0.55005 0.55011 0.42132 
1.09020 1.03230 1.02047 
1.30514 1.21771 1.23545 
0.65418 0.95862 0.78615 
0.75217 0.77468 0.54832 
0.69845 0.75102 0.68273 
0.92089 0.96224 0.78618 
1.00080 0.96542 0.95450 
0.70219 0.95503 0.89243 
0.28733 0.55059 0.37350 
0.76896 0.49972 0.49920 
0.36568 0.46648 0.32381 
0.39725 0.48058 0.59077 
1.12812 0.95956 0.92562 
0.73374 0.73754 0.97601 
0.83882 0.94401 0.86431 
0.94303 1.07627 0.87752 
0.54923 0.36329 0.41968 
0.26469 0.46976 0.41024 
0.76889 0.49471 0.67485 
0.94808 0.95152 0.93021 
1.07770 1.03719 0.98982 
0.55605 0.49066 0.57647 
0.51292 0.44269 0.43273 
0.49632 0.52678 0.36763 
0.21093 0.28094 0.31382 
0.96559 0.98340 0.96658 
0.63728 0.76700 0.64058 
0.27711 0.23230 0.39992 
0.47567 0.27546 0.28907 
0.67815 0.90123 0.76710 
1.10065 0.92170 1.08042 
0.46359 0.22313 0.37991 
0.97981 0.99798 0.92164 
0.49726 0.40839 0.43742 
0.78254 0.71899 0.90160 
1.10390 0.93518 0.94356 
0.89414 0.93946 1.01114 
0.44719 0.52616 0.49301 
0.43701 0.38226 0.48690 
0.82570 0.71164 0.77477 
1.20476 1.01638 1.06218 
