U matrix:
0.71334 0.82845 0.65312 
0.15873 0.39418 0.35308 
1.18123 1.18518 0.96988 
0.23647 0.39966 0.23822 
0.36111 0.12768 0.22437 
0.56964 0.73049 0.74113 
0.46154 0.49389 0.37765 
0.66267 0.62036 0.67373 
0.24769 0.23336 0.24958 
0.14690 0.42136 0.10358 
0.41454 0.35061 0.56080 
0.43127 0.51550 0.51629 
1.00220 0.97212 1.05648 
0.20085 0.15703 0.38201 
0.92040 1.19649 1.12364 
0.29201 0.25106 0.26056 
1.04586 1.08562 0.92142 
0.84329 0.92188 0.95044 
0.74177 0.86085 0.99169 
1.03711 0.97979 0.95563 
0.95066 0.75086 0.65391 
0.76889 0.84766 0.75563 
0.55392 0.50402 0.41158 
0.94493 0.91703 0.77251 
0.84863 0.89631 0.66721 
0.83418 1.05475 1.06070 
1.05720 1.00077 0.82748 
1.03914 0.85979 1.01174 
1.01429 1.02393 0.93635 
0.94398 0.94152 0.82997 
0.72670 0.70668 0.77076 
0.90775 1.00002 0.99624 
0.97176 0.90688 0.85154 
1.03396 0.90201 0.90942 
0.50617 0.40097 0.43699 
1.01246 0.86447 0.82628 
0.61122 0.48212 0.48781 
0.55053 0.46432 0.58323 
0.97266 0.97596 0.91492 
0.69447 0.89478 0.62660 
0.49872 0.36643 0.24773 
1.05686 0.83257 0.93236 
0.23093 0.36771 0.42089 
0.24186 0.16971 0.15018 
1.09568 1.04517 1.07265 
0.46942 0.45264 0.41689 
0.88400 0.94116 0.98505 
0.69934 0.55385 0.61486 
1.00764 0.86150 1.07963 
0.81347 0.79694 0.67521 
0.47306 0.47957 0.45609 
0.82124 0.74807 0.56311 
0.88400 0.80025 0.80320 
0.54872 0.56850 0.36954 
0.73782 0.75055 0.48900 
0.62709 0.81276 0.60173 
0.81372 0.98859 1.00283 
0.22573 0.39102 0.48007 
0.42179 0.28271 0.25655 
0.67908 0.76563 0.67996 
0.82481 0.68908 0.75105 
0.56555 0.44316 0.68944 
0.76719 0.75911 0.96801 
0.71209 0.76047 0.78807 
0.45717 0.43713 0.46995 
0.47828 0.54466 0.32750 
0.94788 0.96715 0.83663 
1.07770 0.80321 0.78620 
1.09113 1.20076 1.26828 
1.24738 1.12945 1.10336 
0.43766 0.54192 0.51917 
0.40668 0.40319 0.42498 
0.98705 0.76980 1.01194 
0.36877 0.33010 0.61631 
0.47527 0.18769 0.37482 
0.59879 0.50699 0.51384 
1.00228 0.74231 0.81178 
0.10495 0.19312 0.10312 
0.35866 0.21104 0.31072 
0.33239 0.20332 0.17115 
0.96179 1.05215 1.00249 
0.75453 0.72470 0.64270 
0.80099 0.72536 0.71657 
0.86407 0.62705 0.83530 
0.50717 0.49665 0.38980 
0.72191 0.77891 0.58012 
0.76595 0.98987 0.67821 
0.47420 0.45199 0.47725 
0.64961 0.59366 0.48244 
0.76670 0.76166 0.83051 
0.76531 0.89269 0.86896 
0.57677 0.47702 0.52557 
0.97453 0.74852 0.84071 
0.98756 0.83733 0.95067 
0.46419 0.40948 0.54607 
0.93427 0.97730 1.09080 
0.28286 0.40315 0.30617 
0.13922 0.26507 0.33646 
0.87985 1.02342 1.02768 
0.96600 1.05753 1.15522 
0.51402 0.34182 0.57753 
0.98477 0.88430 0.91482 
0.98770 0.85042 1.06290 
0.14093 0.44247 0.27392 
0.21939 0.37984 0.39369 
0.86842 0.94152 0.78013 
0.51462 0.27709 0.23756 
0.44362 0.61857 0.55047 
0.07629 0.06119 0.32581 
0.97270 0.77295 1.03510 
0.48026 0.62621 0.75498 
0.23424 0.37202 0.45432 
0.45760 0.44204 0.53495 
0.80532 0.91147 0.95648 
0.59242 0.66182 0.70248 
0.52834 0.59610 0.55544 
0.51540 0.43713 0.37040 
0.34755 0.51622 0.26337 
0.83467 1.04332 1.06921 
1.03792 0.79475 1.04207 
0.83121 1.01209 0.86409 
0.67887 0.40136 0.68275 
0.84492 0.79374 0.95232 
0.16522 0.12598 0.03750 
0.54710 0.65774 0.53290 
0.41764 0.46991 0.49159 
0.28123 0.19153 0.37841 
0.34649 0.31461 0.53533 
0.83426 0.69831 0.70657 
0.73305 0.52888 0.66081 
0.97939 0.93736 1.03585 
0.33476 0.57667 0.31289 
0.31796 0.26253 0.32870 
1.15614 1.00854 0.97467 
0.87099 1.01785 0.73109 
0.75953 0.84771 0.90206 
0.14767 0.33570 0.17986 
1.17523 1.10372 1.05755 
0.85913 0.89140 0.67999 
0.73748 0.75840 0.88467 
1.07086 0.87373 1.03600 
0.33998 0.39669 0.48189 
0.75335 0.73800 0.59219 
0.84931 0.73961 0.97749 
0.89247 1.04044 0.77710 
0.94703 0.68401 0.94159 
1.11435 1.09425 1.09312 
0.23947 0.41684 0.52314 
0.10290 0.18902 0.25813 
0.40010 0.37449 0.32733 
0.88418 0.93709 0.78399 
0.37505 0.62793 0.50039 
0.72783 0.69716 0.89373 
0.60076 0.76497 0.73595 
0.43148 0.36155 0.23835 
0.81928 0.90607 0.67564 
0.91232 0.86053 0.70492 
0.72897 0.45641 0.69259 
0.67371 0.55565 0.75567 
0.94992 0.90066 0.98875 
0.90573 0.79103 0.92381 
0.94827 0.78411 0.85970 
0.27423 0.26837 0.24121 
0.40816 0.46629 0.26545 
0.96783 0.84958 0.79352 
0.48480 0.66808 0.56089 
0.94156 1.00887 0.80123 
0.42762 0.28269 0.38979 
0.58471 0.54643 0.49017 
0.92634 0.63165 0.87809 
0.49142 0.35365 0.52497 
0.99979 0.90515 0.89767 
0.81777 1.02362 0.80023 
0.84144 0.80876 0.99378 
0.70716 0.77521 0.57639 
0.73150 0.50363 0.74315 
0.70364 0.85234 0.69842 
0.76005 0.77568 0.66426 
0.78685 0.76407 0.52852 
0.56173 0.64305 0.66099 
0.96763 0.82126 0.98205 
0.90084 0.62579 0.87801 
0.84882 0.95132 0.97375 
1.18490 1.04725 1.19846 
0.37578 0.53262 0.46234 
0.53900 0.28231 0.57294 
0.82100 0.77183 0.97265 
0.63461 0.87004 0.77739 
0.76092 0.99752 0.68355 
0.67833 0.54380 0.83811 
0.32524 0.55634 0.52804 
0.86808 0.71316 0.97802 
1.13938 0.87307 0.98992 
0.91726 1.07680 0.99278 
0.95715 0.93190 0.94402 
0.83470 1.02817 1.09892 
0.36942 0.36595 0.50751 
0.94027 0.88183 0.85211 
0.84617 0.85371 0.77300 
0.28280 0.49997 0.53322 
0.70562 0.67983 0.62672 
0.81824 0.72664 0.72452 
0.13925 0.38603 0.40779 
0.66378 0.67127 0.81916 
0.59430 0.38886 0.52432 
0.66169 0.79485 0.74093 
0.86640 0.94395 0.98468 
0.80770 1.07238 0.94029 
0.20367 0.28983 0.35047 
0.57574 0.49963 0.54568 
0.32393 0.49201 0.52322 
0.29440 0.12732 0.33334 
1.02958 1.01488 0.77274 
1.06519 1.07747 1.17136 
0.94110 0.94763 1.06969 
0.93481 1.10702 0.90965 
0.87279 0.77373 0.89990 
0.54668 0.27007 0.27305 
0.46164 0.26616 0.25761 
0.62807 0.64096 0.74084 
0.84190 0.64688 0.86706 
1.01348 1.04242 0.87800 
0.42172 0.51055 0.36108 
0.68592 0.70289 0.65315 
0.79870 0.66331 0.65321 
0.80403 1.00781 1.09886 
0.90866 0.73441 0.83025 
1.15964 1.05719 1.27377 
0.73092 0.59692 0.48562 
0.65826 0.65216 0.48788 
0.66124 0.64735 0.81613 
1.16466 0.97916 0.84018 
0.45903 0.63026 0.57561 
0.78086 0.74736 0.89211 
0.69263 0.61899 0.68903 
0.96362 0.97685 0.86087 
0.79507 0.89812 0.80530 
0.99466 1.11325 1.13869 
0.77655 0.81096 0.77836 
1.04880 1.03325 0.94875 
0.69258 0.61890 0.57032 
0.91122 0.90780 0.96337 
1.14158 1.14601 1.15855 
0.64791 0.62587 0.52193 
0.41828 0.45189 0.38232 
0.55562 0.29431 0.49919 
0.51395 0.56771 0.52059 
0.50812 0.55699 0.62021 
0.92282 0.98687 0.92380 
0.89084 1.14354 1.15932 
1.01326 0.90459 0.94604 
0.69060 0.47890 0.51583 
1.25713 1.20952 1.20600 
0.52997 0.28317 0.30267 
0.66317 0.65503 0.89298 
0.61793 0.35769 0.62813 
0.39260 0.45137 0.52046 
0.53333 0.43526 0.45367 
0.82608 0.87103 1.10716 
1.22693 1.14820 1.09852 
0.86854 0.81941 0.96002 
0.87220 0.94641 0.98300 
0.74056 0.68190 0.81656 
0.71352 0.68050 0.67799 
0.77329 0.82369 0.74546 
0.92323 0.93285 1.01294 
0.82810 0.91237 0.92439 
0.87672 0.86457 0.83634 
0.84180 0.99707 0.92546 
0.58478 0.81801 0.72350 
0.40514 0.56914 0.59721 
0.66585 0.90547 0.76713 
0.82799 0.60651 0.70027 
1.03774 0.74747 0.75628 
0.80692 0.73185 0.65761 
0.55534 0.50786 0.58781 
0.65413 0.65975 0.59786 
0.66469 0.99519 0.98213 
0.84892 0.61934 0.88220 
0.15791 0.08387 0.14575 
0.97657 1.06761 0.83933 
0.82561 0.62847 0.74826 
1.15921 1.10646 0.90329 
0.64148 0.86927 0.77320 
0.88745 0.91047 0.86669 
0.34238 0.32508 0.23543 
0.67612 0.66490 0.51901 
1.12120 0.81110 0.88033 
9.40109 9.37189 9.27578 
1.13348 1.14613 1.31638 
0.19969 0.14578 0.25168 
0.88376 0.95864 0.98309 
0.51255 0.44375 0.72358 
0.34133 0.12934 0.05342 
0.02730 0.26982 0.19660 
0.97807 0.88495 0.86414 
0.11398 0.18503 0.28894 
0.88568 0.92973 0.88544 
0.94514 0.91938 0.97979 
0.27365 0.13213 0.08177 
0.88091 0.99750 0.77860 
0.91819 0.95636 0.97208 
0.94085 0.66869 0.88789 
0.33930 0.47626 0.29270 
0.91856 0.79179 0.78909 
0.98085 0.98295 1.11955 
0.26296 0.31817 0.45801 
0.74327 0.53468 0.42502 
0.92382 0.86173 0.78460 
0.95791 1.07729 1.00073 
1.17830 1.21483 1.03683 
0.45141 0.46451 0.43891 
0.73823 0.82999 0.77165 
0.66446 0.81135 0.62421 
0.49790 0.54074 0.35499 
0.73683 0.56947 0.50759 
0.78327 0.77990 0.76153 
0.86169 0.75252 0.79897 
0.42675 0.10701 0.21143 
0.91517 0.74645 0.74643 
0.80079 0.85660 0.90822 
0.78389 0.81575 0.91072 
0.91796 0.83515 0.74795 
0.87991 0.94833 1.06973 
1.02207 0.94243 0.83167 
0.71246 0.75256 0.48187 
0.94129 0.92865 0.94876 
0.85318 1.03867 0.94104 
0.50670 0.69788 0.75508 
0.19519 0.32623 0.11117 
0.99867 0.90484 0.67078 
0.36307 0.34563 0.42056 
0.30159 0.36749 0.36799 
0.61669 0.42512 0.56735 
0.77035 0.58420 0.70237 
0.84806 0.92421 0.95833 
0.83578 1.05802 1.11990 
0.94450 0.77989 0.85231 
1.04359 0.99130 1.01842 
0.80926 0.83334 0.92630 
0.99596 1.10365 0.95652 
0.82624 0.88987 0.97520 
0.42036 0.68954 0.70492 
0.91378 0.94840 0.93239 
0.43926 0.66544 0.50174 
0.61957 0.45537 0.45595 
0.23780 0.50437 0.37805 
0.62236 0.65621 0.46487 
0.99649 0.91356 0.83766 
0.84946 1.06288 0.93537 
0.81443 0.51593 0.79409 
0.68151 0.93797 0.80068 
0.30105 0.42637 0.42837 
0.60916 0.61629 0.44854 
0.97007 0.87383 0.82118 
0.72830 0.53907 0.59669 
0.41376 0.36551 0.20060 
0.51598 0.48875 0.25384 
0.65752 0.69770 0.73675 
0.40423 0.47981 0.41957 
0.91293 1.05343 0.92646 
0.47356 0.71963 0.41267 
0.25825 0.15398 0.33799 
0.64867 0.86698 0.78772 
0.88212 0.89406 0.88907 
1.03637 1.05723 1.05362 
0.70184 0.50232 0.70386 
0.51958 0.34671 0.36431 
1.17117 0.93685 0.91053 
0.23374 0.48901 0.48013 
0.36250 0.29537 0.11686 
0.80234 0.77086 0.95366 
0.86400 0.80800 0.59290 
0.86954 0.82437 0.93581 
0.66318 0.63420 0.57380 
0.39658 0.30470 0.51165 
0.34806 0.40744 0.56587 
0.23184 0.28829 0.21187 
0.40967 0.62055 0.59756 
0.36266 0.25527 0.15581 
0.53079 0.43275 0.44420 
0.63267 0.65154 0.68633 
0.51241 0.63560 0.75137 
0.92562 0.99977 1.01474 
0.58261 0.76503 0.72653 
0.97370 0.99449 1.00291 
0.43107 0.47461 0.33848 
0.85472 0.90111 0.91039 
0.84592 0.66367 0.58125 
0.90960 0.97876 0.85507 
0.20271 0.36566 0.33414 
0.91001 0.84852 1.02047 
0.78924 0.53217 0.72829 
0.62719 0.43045 0.55968 
0.68839 0.63274 0.84615 
0.71262 0.85337 0.74822 
0.56924 0.40421 0.48746 
0.98452 0.90821 0.95399 
0.51909 0.51588 0.67265 
0.87414 0.78772 1.02525 
1.06205 1.12445 0.98409 
0.86462 0.84283 0.94273 
0.82125 0.92454 0.96906 
0.43566 0.31235 0.14516 
0.46050 0.29324 0.32117 
0.88751 0.85164 0.93964 
0.85844 1.11972 0.84785 
0.31519 0.17235 0.16331 
0.45563 0.36296 0.35783 
0.87956 1.06911 0.94207 
0.65791 0.80048 0.85197 
1.00966 0.75812 0.71280 
1.00027 1.02773 0.79601 
0.22669 0.31539 0.21829 
0.92659 0.91592 0.86277 
0.32039 0.38341 0.24966 
0.40810 0.50775 0.28645 
0.65504 0.58343 0.71692 
0.51997 0.41237 0.45749 
0.24714 0.18174 0.32077 
0.38112 0.41776 0.42478 
0.99900 0.80287 0.81157 
0.37696 0.21198 0.39180 
0.88821 0.74000 0.85487 
0.16637 0.32144 0.32848 
0.18532 0.49009 0.47637 
0.80848 0.96849 0.88811 
0.32301 0.42414 0.29033 
0.19307 0.40751 0.25451 
0.25267 0.25927 0.37359 
0.58807 0.61178 0.53460 
0.78123 0.55924 0.70593 
0.63866 0.48233 0.55177 
0.32114 0.48623 0.32832 
0.28618 0.36149 0.52193 
0.89134 0.69719 0.66834 
0.47692 0.27494 0.46308 
0.51631 0.35541 0.63146 
0.45828 0.27957 0.33443 
0.76911 0.92187 0.89957 
0.71128 0.71222 0.92505 
0.92034 1.13007 0.95526 
0.83295 0.73085 0.95387 
0.40846 0.15428 0.22103 
0.43219 0.47108 0.44163 
0.80371 0.97642 0.98966 
1.10253 1.05001 0.98889 
0.92697 0.98673 0.87714 
0.29151 0.39727 0.35873 
0.05758 0.16863 0.21954 
0.42594 0.31145 0.39780 
0.68779 0.79842 0.75486 
0.54993 0.59467 0.64395 
0.46030 0.55503 0.54249 
0.93478 1.07488 1.12309 
0.75019 0.77249 0.68414 
0.42505 0.34343 0.46226 
0.75454 0.82726 0.84144 
0.73448 0.68830 0.60844 
0.26901 0.20128 0.33025 
0.85634 1.05883 0.76236 
0.82848 0.93788 0.81855 
0.99037 1.03137 0.94746 
0.69015 0.64369 0.80023 
0.98980 1.01247 1.01907 
0.73160 0.61096 0.79703 
0.67927 0.82840 0.62680 
0.86567 0.77373 0.84015 
0.83175 0.96893 0.73686 
0.95817 0.82338 0.75832 
0.99198 0.93033 0.91390 
1.04214 0.86916 0.82206 
0.52401 0.30500 0.43582 
0.90070 0.85392 0.83851 
0.47783 0.44318 0.40545 
0.98093 1.00207 0.80707 
0.96124 1.06512 0.81898 
1.07323 1.20176 1.14840 
0.49259 0.38451 0.32378 
0.32926 0.18116 0.29087 
0.55787 0.59030 0.59050 
1.08815 0.86710 0.91933 
0.86842 0.68622 0.68961 
0.89687 1.13917 0.85381 
0.96207 0.94195 0.87346 
0.34168 0.55449 0.45160 
0.95245 0.99463 0.91793 
1.00707 0.86319 0.95028 
0.99677 0.69102 0.70757 
1.05951 1.03473 1.01067 
0.32301 0.20982 0.11212 
0.85376 0.98942 1.10975 
0.70836 0.50897 0.52449 
0.12726 0.29220 0.19848 
0.45687 0.49320 0.49560 
0.77824 1.05416 0.96522 
0.49186 0.60474 0.60868 
0.22632 0.51692 0.22262 
1.09921 1.07967 0.94364 
0.45192 0.42833 0.32139 
0.47078 0.49883 0.33979 
0.69442 0.80719 0.70157 
0.73526 0.70862 0.76305 
0.63649 0.86035 0.59639 
0.61600 0.68665 0.58001 
0.15018 0.21175 0.18733 
0.88040 0.91364 0.70579 
0.46492 0.41389 0.37124 
1.04055 1.02339 1.23866 
0.90129 0.69329 0.95120 
0.92701 0.77669 0.80547 
1.03718 0.95417 0.89025 
0.82804 1.00160 0.91665 
0.78002 0.99892 0.93551 
0.54759 0.35003 0.41666 
0.76455 0.74875 0.79195 
0.80692 1.07075 0.79599 
0.97703 0.85601 0.86639 
0.41495 0.30604 0.20201 
0.43598 0.71654 0.43296 
0.54247 0.41663 0.26466 
0.28217 0.28959 0.09010 
0.93995 0.97645 0.83804 
1.38521 1.30544 1.33406 
0.53886 0.65539 0.60601 
1.37379 1.39664 1.22479 
0.82964 0.87421 0.74549 
0.44115 0.54882 0.64182 
1.14474 1.05223 1.19344 
0.16294 0.31769 0.38225 
0.88552 0.83846 0.91767 
0.96630 0.87106 0.88742 
0.46596 0.61125 0.42987 
0.76125 0.78368 1.01855 
0.79061 0.99831 1.02370 
0.86971 0.78089 1.07819 
0.70104 0.79445 0.64159 
0.65453 0.57929 0.53943 
0.76693 0.79180 0.72804 
0.82642 0.75513 0.79278 
0.64278 0.44050 0.45672 
0.91400 0.94243 0.95280 
0.59807 0.62571 0.79337 
0.46320 0.49240 0.40164 
1.04270 1.09250 1.23352 
0.32639 0.36162 0.21808 
0.78749 0.78818 0.98179 
1.00394 0.86478 1.03036 
0.43521 0.52892 0.63718 
0.45502 0.43231 0.35016 
0.84883 0.82472 1.09188 
0.71379 0.89208 0.82152 
0.74288 0.74450 1.00868 
1.09161 1.17441 1.32271 
0.97454 0.90477 0.94008 
0.51251 0.19890 0.37962 
0.99498 1.17534 1.24149 
1.12761 0.82185 0.91173 
0.58618 0.65494 0.50428 
0.91238 1.00928 0.98111 
0.48076 0.40462 0.41782 
0.94721 0.67587 0.86090 
0.48400 0.44749 0.64607 
0.57134 0.52150 0.36113 
1.05730 0.84764 0.98603 
0.45387 0.46308 0.31717 
0.90883 0.69623 0.81516 
0.86423 1.00717 1.07196 
0.23364 0.22381 0.33353 
0.13553 0.31472 0.43368 
0.15718 0.34938 0.38234 
0.67215 0.89252 0.66336 
0.50536 0.47645 0.47997 
0.16707 0.18404 0.05406 
0.64510 0.60580 0.62738 
0.81246 0.74865 0.76516 
0.85203 0.71636 0.76390 
0.66464 0.58849 0.55418 
0.91829 0.84630 0.75153 
1.25684 1.42612 1.28019 
0.67003 0.80550 0.73006 
0.98555 0.74122 0.77115 
1.11041 1.12299 1.15759 
0.40461 0.34922 0.55152 
0.76371 0.93754 0.98958 
0.45474 0.56747 0.26564 
1.25321 1.11794 1.07643 
1.19100 1.19421 1.36902 
0.75059 0.92191 0.61684 
0.39258 0.31988 0.26570 
0.79420 0.82141 0.92535 
0.42735 0.58550 0.42851 
0.19039 0.28457 0.21852 
0.10957 0.40513 0.28004 
0.73682 0.67230 0.77973 
0.90397 0.97337 0.92107 
0.84679 0.82105 0.83972 
0.60157 0.67457 0.81590 
0.95351 1.05819 1.05308 
0.69435 0.73875 0.79063 
1.26453 1.10320 1.02892 
0.13860 0.13935 0.32842 
0.21371 0.20326 0.08050 
0.86578 0.89270 0.71659 
0.91118 0.91957 1.08625 
0.42142 0.41051 0.47596 
0.79030 0.76413 0.85233 
0.55151 0.81226 0.55038 
0.53455 0.61374 0.58949 
0.57141 0.50668 0.59483 
0.35336 0.23302 0.16328 
1.21043 0.98639 0.92888 
0.27044 0.15062 0.19669 
0.97763 0.93566 0.88555 
0.72827 0.57739 0.74591 
0.96344 0.96208 1.24976 
1.09315 0.93878 0.92239 
0.89976 0.69907 0.76981 
0.99950 1.08361 0.87317 
0.41885 0.31239 0.41592 
0.40071 0.45360 0.53867 
0.33654 0.26142 0.16422 
0.91684 1.03536 0.96806 
0.67153 0.49869 0.64939 
0.63544 0.57165 0.77050 
1.05538 0.79617 1.02324 
0.76533 0.80200 0.85488 
0.32731 0.12654 0.12107 
0.16599 0.33776 0.08787 
0.35787 0.15294 0.30776 
0.42579 0.41567 0.58835 
0.84297 0.90414 0.98239 
0.49830 0.52687 0.60936 
0.95842 0.96556 0.99759 
0.49152 0.55255 0.52039 
0.43232 0.50767 0.47359 
1.02209 0.81121 1.05042 
0.28189 0.40343 0.41783 
0.50061 0.45807 0.62416 
0.97769 0.89472 0.99090 
0.93347 1.19775 1.05651 
0.79672 0.66273 0.56987 
0.86327 0.78991 0.73780 
0.51977 0.47509 0.53341 
0.74549 0.57356 0.56484 
1.00984 0.99187 0.97020 
0.10688 0.11690 0.36173 
0.96530 0.88730 0.69736 
0.93715 0.78888 1.00667 
0.91434 0.80974 0.91166 
1.04439 1.20453 1.02029 
0.50499 0.29237 0.36066 
0.40790 0.44965 0.52425 
0.67544 0.89411 0.80936 
1.12641 0.95375 0.91092 
0.78465 0.72348 0.81808 
0.97071 0.97940 0.95874 
0.49535 0.48529 0.43075 
0.93105 0.94483 0.80610 
0.38108 0.68333 0.42502 
1.05212 0.81092 0.84308 
0.51843 0.74811 0.60295 
0.66618 0.65859 0.56343 
1.10535 1.18099 1.09806 
0.26000 0.34232 0.22413 
0.52018 0.53470 0.51033 
0.74592 0.67569 0.81215 
0.57138 0.60351 0.64667 
0.34320 0.34557 0.48769 
0.87293 0.81234 0.82452 
0.23975 0.43823 0.23297 
0.76220 0.81524 0.70583 
0.40807 0.46203 0.41471 
0.41785 0.42846 0.65797 
0.63919 0.40926 0.53562 
0.65454 0.44799 0.45190 
1.10900 1.09536 1.23823 
0.91326 1.09466 0.96520 
1.02666 0.79714 0.91116 
0.62977 0.43301 0.42286 
0.31356 0.49956 0.50774 
0.49373 0.30272 0.45631 
1.10708 0.86786 1.05475 
0.72105 0.69836 0.62304 
0.67838 0.79402 0.66957 
0.80958 0.76747 0.84607 
0.26139 0.21834 0.10672 
0.74832 0.89879 0.76538 
0.40633 0.53944 0.60436 
0.16384 0.21525 0.31988 
1.02992 0.99917 0.95409 
0.81707 1.05809 0.95489 
0.75270 0.80075 0.68188 
0.22242 0.37352 0.37054 
0.89457 1.04364 0.81310 
1.03192 0.99914 1.01866 
0.95173 0.87138 0.88062 
0.16853 0.30694 0.23988 
1.02751 0.88501 0.99271 
0.88824 0.97162 1.13402 
0.24461 0.40624 0.25309 
0.61537 0.63313 0.66418 
0.95273 0.78907 0.90519 
0.26997 0.21105 0.17713 
0.34422 0.22673 0.32207 
0.91066 0.72170 0.77504 
0.26396 0.37442 0.36911 
0.24229 0.39583 0.33337 
0.83991 0.91437 0.76251 
0.88735 1.02497 0.98748 
0.88931 0.94355 0.93577 
0.41462 0.48752 0.63302 
0.80449 0.97522 1.02596 
0.78034 0.89879 0.77885 
1.02675 1.12659 1.13906 
0.97878 0.97240 0.87809 
1.27729 1.11917 1.11479 
0.53253 0.56058 0.70154 
0.19674 0.17052 0.41909 
0.45760 0.44089 0.26783 
0.60390 0.78163 0.80946 
0.99773 0.87188 0.96738 
0.44052 0.47650 0.39588 
1.00839 0.90201 0.92885 
0.34644 0.43661 0.62959 
0.59838 0.56633 0.32989 
1.00828 0.94265 0.98193 
0.50106 0.36633 0.37393 
0.02044 0.30914 0.03866 
0.17569 0.27429 0.12775 
1.01024 0.99170 1.17983 
1.06167 0.94113 1.01470 
0.89260 0.87392 0.88785 
0.77848 0.64234 0.79027 
0.98596 1.09075 0.96236 
0.80387 0.73110 0.89801 
1.02739 1.18673 1.27669 
0.85164 1.01794 0.71065 
0.92871 0.93288 0.77682 
0.70195 0.60560 0.69169 
0.14273 0.22712 0.19664 
0.18573 0.08622 0.08613 
0.95065 0.89415 0.90922 
0.49681 0.50292 0.47342 
0.15800 0.29721 0.24683 
0.96857 0.74564 0.80585 
0.40441 0.44116 0.54405 
0.85705 0.80692 0.88891 
0.89614 0.73192 0.81655 
1.06428 0.92493 1.10611 
0.92814 0.93890 0.93176 
0.66405 0.97510 0.97540 
1.12188 0.90627 0.86870 
0.56627 0.30022 0.39269 
0.48732 0.55247 0.45108 
0.99790 1.07681 0.91494 
1.05990 0.96684 0.92495 
0.73108 0.82059 0.80111 
1.25285 0.95947 1.24500 
0.06499 0.35220 0.36985 
0.97255 0.74496 0.66590 
0.48491 0.40545 0.31818 
0.64260 0.47797 0.80110 
0.55758 0.34793 0.60595 
0.48704 0.63959 0.74182 
0.43323 0.56640 0.53598 
0.36321 0.43782 0.43920 
0.44241 0.65925 0.63149 
1.20444 1.09235 1.25641 
0.31346 0.32664 0.58457 
0.74360 0.92495 1.00162 
0.22588 0.38044 0.40244 
0.70328 0.80251 0.89097 
1.09758 1.00108 1.07043 
0.50999 0.45932 0.48599 
0.64041 0.56440 0.41218 
0.79826 0.76619 0.68935 
0.52898 0.72242 0.42132 
0.72464 0.83357 0.85444 
0.42612 0.31747 0.49528 
0.55112 0.50423 0.62286 
0.55815 0.70984 0.53654 
0.25778 0.38521 0.30561 
0.37041 0.38793 0.55655 
1.02951 0.94584 0.92383 
0.20795 0.13378 0.19366 
1.01136 1.01436 0.81311 
0.52326 0.54008 0.57960 
0.96936 0.92749 0.98907 
0.80029 0.98144 0.89997 
1.14337 0.99877 0.94459 
0.99066 0.93794 0.98086 
0.39505 0.53198 0.53200 
0.83045 0.76999 0.68154 
0.10130 0.06403 0.25968 
0.33117 0.39033 0.34433 
0.83535 0.83603 0.93269 
0.82302 0.94111 0.96569 
0.88945 1.07908 1.03748 
0.15352 0.25304 0.22763 
0.22040 0.17858 0.18445 
0.22857 0.05358 0.26854 
1.05811 0.98156 1.01672 
0.89607 0.86527 0.85984 
0.21312 0.32533 0.53111 
1.12091 0.96938 0.96594 
0.53577 0.56743 0.57691 
1.11172 0.94884 1.14281 
1.01152 1.10703 0.81908 
0.36031 0.23887 0.27094 
0.97203 0.86085 0.77053 
1.03368 1.03398 1.20660 
0.81992 0.79457 0.73987 
0.93590 0.76955 0.91549 
0.78713 0.45916 0.68636 
1.00432 0.73891 0.90564 
1.00084 0.82491 0.75595 
0.32261 0.16717 0.45981 
0.77075 0.54758 0.59762 
0.58035 0.64507 0.72918 
0.61839 0.63636 0.69666 
0.83531 0.96666 0.76349 
0.68367 0.54947 0.71754 
0.27697 0.16186 0.04766 
0.65652 0.81630 0.64739 
0.95626 0.73470 0.91935 
0.80425 0.83868 0.75252 
0.33360 0.38189 0.35692 
0.33211 0.13197 0.25479 
0.44784 0.31152 0.42709 
0.96375 1.13673 1.20601 
0.11182 0.15644 0.09294 
0.73653 0.56927 0.57405 
0.92752 0.86055 0.96993 
0.42838 0.29078 0.24584 
0.61855 0.71758 0.69405 
0.39756 0.67879 0.56389 
0.34908 0.49865 0.33861 
0.85833 0.68075 0.94670 
1.05897 0.92844 0.86245 
0.98223 0.83732 0.75609 
0.32945 0.24403 0.29382 
0.13401 0.18131 0.30436 
0.91004 0.89574 0.92220 
0.86641 0.96365 0.90272 
0.94287 0.98183 1.02939 
0.51433 0.40666 0.57281 
0.63797 0.44892 0.41448 
0.23923 0.22873 0.43671 
1.20894 1.00750 1.01889 
0.57181 0.76857 0.67947 
0.82918 0.63670 0.87085 
0.88731 0.81565 0.87704 
0.16242 0.32483 0.34756 
0.76740 0.99914 0.99992 
0.86443 0.80725 0.73521 
1.06241 0.85634 1.04111 
0.69294 1.00684 0.97407 
0.65921 0.89245 0.69959 
0.89227 0.79343 0.93507 
0.71179 0.71418 0.77767 
0.43075 0.59937 0.55483 
0.14692 0.31885 0.32072 
0.35168 0.56574 0.60174 
0.45186 0.38587 0.56954 
0.86395 0.92152 0.95606 
1.09631 1.05213 0.94479 
1.16622 0.89831 1.08471 
0.64518 0.61674 0.68433 
0.97912 0.94370 0.97214 
0.90382 0.82629 0.89834 
1.06961 1.08850 1.03613 
0.28136 0.19731 0.35942 
0.61526 0.75195 0.54545 
